      Values at End of Element:
 Index  name    key                      s       l         s               L        gradient         voltage            phi0              rf
                                                                                                                                   frequency
   701  K24_5C  Lcavity            380.627   3.044 380.62739  3.04410000E+00  1.59195187E+07  4.84606070E+07 -1.15000000E-01  2.85600000E+09
   702  K24_5D  Lcavity            383.671   3.044 383.67149  3.04410000E+00  1.59195187E+07  4.84606070E+07 -1.15000000E-01  2.85600000E+09
   708  K24_6A1 Lcavity            384.167   0.328 384.16749  3.28000000E-01  1.59195187E+07  5.22160215E+06 -1.15000000E-01  2.85600000E+09
   710  K24_6A2 Lcavity            384.472   0.305 384.47229  3.04800000E-01  1.59195187E+07  4.85226931E+06 -1.15000000E-01  2.85600000E+09
   712  K24_6A3 Lcavity            386.884   2.411 386.88359  2.41130000E+00  1.59195187E+07  3.83867355E+07 -1.15000000E-01  2.85600000E+09
   713  K24_6B  Lcavity            389.928   3.044 389.92769  3.04410000E+00  1.59195187E+07  4.84606070E+07 -1.15000000E-01  2.85600000E+09
   714  K24_6C  Lcavity            392.972   3.044 392.97179  3.04410000E+00  1.59195187E+07  4.84606070E+07 -1.15000000E-01  2.85600000E+09
   715  K24_6D1 Lcavity            395.304   2.332 395.30389  2.33210000E+00  1.59195187E+07  3.71259097E+07 -1.15000000E-01  2.85600000E+09
   717  K24_6D2 Lcavity            395.609   0.305 395.60869  3.04800000E-01  1.59195187E+07  4.85226931E+06 -1.15000000E-01  2.85600000E+09
   719  K24_6D3 Lcavity            396.016   0.407 396.01589  4.07200000E-01  1.59195187E+07  6.48242803E+06 -1.15000000E-01  2.85600000E+09
   793  K25_1A1 Lcavity            424.055   0.325 424.05483  3.25000000E-01  1.67070513E+07  5.42979167E+06  0.00000000E+00  2.85600000E+09
   795  K25_1A2 Lcavity            424.380   0.325 424.37983  3.25000000E-01  1.67070513E+07  5.42979167E+06  0.00000000E+00  2.85600000E+09
   797  K25_1A3 Lcavity            426.774   2.394 426.77393  2.39410000E+00  1.67070513E+07  3.99983515E+07  0.00000000E+00  2.85600000E+09
   798  K25_1B  Lcavity            429.818   3.044 429.81803  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   800  K25_1D  Lcavity            435.906   3.044 435.90623  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
   806  K25_2A1 Lcavity            436.527   0.453 436.52723  4.53000000E-01  1.67070513E+07  7.56829423E+06  0.00000000E+00  2.85600000E+09
   808  K25_2A2 Lcavity            436.845   0.318 436.84473  3.17500000E-01  1.67070513E+07  5.30448878E+06  0.00000000E+00  2.85600000E+09
   810  K25_2A3 Lcavity            439.118   2.274 439.11833  2.27360000E+00  1.67070513E+07  3.79851518E+07  0.00000000E+00  2.85600000E+09
   811  K25_2B  Lcavity            442.162   3.044 442.16243  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   812  K25_2C  Lcavity            445.207   3.044 445.20653  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
   817  TCAV3   Lcavity            446.756   1.219 446.75613  1.21900000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   818  TCAV3   Lcavity            447.975   1.219 447.97513  1.21900000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   824  K25_3A1 Lcavity            448.750   0.331 448.74983  3.31200000E-01  1.67070513E+07  5.53337539E+06  0.00000000E+00  2.85600000E+09
   826  K25_3A2 Lcavity            449.100   0.350 449.10023  3.50400000E-01  1.67070513E+07  5.85415077E+06  0.00000000E+00  2.85600000E+09
   828  K25_3A3 Lcavity            451.463   2.362 451.46273  2.36250000E+00  1.67070513E+07  3.94704087E+07  0.00000000E+00  2.85600000E+09
   829  K25_3B  Lcavity            454.507   3.044 454.50683  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   830  K25_3C  Lcavity            457.551   3.044 457.55093  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
   844  K25_4A1 Lcavity            461.090   0.327 461.08983  3.26800000E-01  1.67070513E+07  5.45986436E+06  0.00000000E+00  2.85600000E+09
   846  K25_4A2 Lcavity            461.340   0.250 461.33983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   848  K25_4A3 Lcavity            463.807   2.467 463.80713  2.46730000E+00  1.67070513E+07  4.12213076E+07  0.00000000E+00  2.85600000E+09
   849  K25_4B  Lcavity            466.851   3.044 466.85123  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   850  K25_4C  Lcavity            469.895   3.044 469.89533  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   851  K25_4D  Lcavity            472.939   3.044 472.93943  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   857  K25_5A1 Lcavity            473.434   0.327 473.43423  3.26800000E-01  1.67070513E+07  5.45986436E+06  0.00000000E+00  2.85600000E+09
   859  K25_5A2 Lcavity            473.684   0.250 473.68423  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   861  K25_5A3 Lcavity            476.152   2.467 476.15153  2.46730000E+00  1.67070513E+07  4.12213076E+07  0.00000000E+00  2.85600000E+09
   862  K25_5B  Lcavity            479.196   3.044 479.19563  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   863  K25_5C  Lcavity            482.240   3.044 482.23973  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   864  K25_5D  Lcavity            485.284   3.044 485.28383  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   870  K25_6A1 Lcavity            485.780   0.328 485.77983  3.28000000E-01  1.67070513E+07  5.47991282E+06  0.00000000E+00  2.85600000E+09
   872  K25_6A2 Lcavity            486.162   0.382 486.16203  3.82200000E-01  1.67070513E+07  6.38543500E+06  0.00000000E+00  2.85600000E+09
   874  K25_6A3 Lcavity            488.496   2.334 488.49593  2.33390000E+00  1.67070513E+07  3.89925870E+07  0.00000000E+00  2.85600000E+09
   875  K25_6B  Lcavity            491.540   3.044 491.54003  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   876  K25_6C  Lcavity            494.584   3.044 494.58413  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   877  K25_6D  Lcavity            497.628   3.044 497.62823  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   883  K25_7A1 Lcavity            498.130   0.334 498.12983  3.33600000E-01  1.67070513E+07  5.57347231E+06  0.00000000E+00  2.85600000E+09
   885  K25_7A2 Lcavity            498.380   0.250 498.37983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   887  K25_7A3 Lcavity            500.840   2.461 500.84033  2.46050000E+00  1.67070513E+07  4.11076997E+07  0.00000000E+00  2.85600000E+09
   888  K25_7B  Lcavity            503.884   3.044 503.88443  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   889  K25_7C  Lcavity            506.929   3.044 506.92853  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   890  K25_7D  Lcavity            509.973   3.044 509.97263  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   896  K25_8A1 Lcavity            510.470   0.329 510.46983  3.29200000E-01  1.67070513E+07  5.49996128E+06  0.00000000E+00  2.85600000E+09
   898  K25_8A2 Lcavity            510.720   0.250 510.71983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   900  K25_8A3 Lcavity            513.185   2.465 513.18473  2.46490000E+00  1.67070513E+07  4.11812107E+07  0.00000000E+00  2.85600000E+09
   901  K25_8B  Lcavity            516.229   3.044 516.22883  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   902  K25_8C  Lcavity            519.273   3.044 519.27293  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   903  K25_8D1 Lcavity            521.660   2.387 521.65983  2.38690000E+00  1.67070513E+07  3.98780607E+07  0.00000000E+00  2.85600000E+09
   905  K25_8D2 Lcavity            521.910   0.250 521.90983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   907  K25_8D3 Lcavity            522.317   0.407 522.31703  4.07200000E-01  1.67070513E+07  6.80311128E+06  0.00000000E+00  2.85600000E+09
   918  K26_1A  Lcavity            528.374   3.044 528.37393  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   919  K26_1B  Lcavity            531.418   3.044 531.41803  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   920  K26_1C  Lcavity            534.462   3.044 534.46213  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   921  K26_1D  Lcavity            537.506   3.044 537.50623  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   927  K26_2A1 Lcavity            538.000   0.326 537.99983  3.25600000E-01  1.67070513E+07  5.43981590E+06  0.00000000E+00  2.85600000E+09
   929  K26_2A2 Lcavity            538.372   0.372 538.37173  3.71900000E-01  1.67070513E+07  6.21335237E+06  0.00000000E+00  2.85600000E+09
   931  K26_2A3 Lcavity            540.718   2.347 540.71833  2.34660000E+00  1.67070513E+07  3.92047665E+07  0.00000000E+00  2.85600000E+09
   932  K26_2B  Lcavity            543.762   3.044 543.76243  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   933  K26_2C  Lcavity            546.807   3.044 546.80653  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   934  K26_2D  Lcavity            549.851   3.044 549.85063  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   940  K26_3A1 Lcavity            550.350   0.331 550.34983  3.31200000E-01  1.67070513E+07  5.53337538E+06  0.00000000E+00  2.85600000E+09
   942  K26_3A2 Lcavity            550.600   0.250 550.59983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   944  K26_3A3 Lcavity            553.063   2.463 553.06273  2.46290000E+00  1.67070513E+07  4.11477966E+07  0.00000000E+00  2.85600000E+09
   945  K26_3B  Lcavity            556.107   3.044 556.10683  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   946  K26_3C  Lcavity            559.151   3.044 559.15093  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   947  K26_3D  Lcavity            562.195   3.044 562.19503  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   953  K26_4A1 Lcavity            562.690   0.327 562.68983  3.26800000E-01  1.67070513E+07  5.45986436E+06  0.00000000E+00  2.85600000E+09
   955  K26_4A2 Lcavity            562.940   0.250 562.93983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   957  K26_4A3 Lcavity            565.407   2.467 565.40713  2.46730000E+00  1.67070513E+07  4.12213076E+07  0.00000000E+00  2.85600000E+09
   958  K26_4B  Lcavity            568.451   3.044 568.45123  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   959  K26_4C  Lcavity            571.495   3.044 571.49533  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   960  K26_4D  Lcavity            574.539   3.044 574.53943  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   966  K26_5A1 Lcavity            575.040   0.332 575.03983  3.32400000E-01  1.67070513E+07  5.55342384E+06  0.00000000E+00  2.85600000E+09
   968  K26_5A2 Lcavity            575.290   0.250 575.28983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   970  K26_5A3 Lcavity            577.752   2.462 577.75153  2.46170000E+00  1.67070513E+07  4.11277481E+07  0.00000000E+00  2.85600000E+09
   971  K26_5B  Lcavity            580.796   3.044 580.79563  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   972  K26_5C  Lcavity            583.840   3.044 583.83973  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   973  K26_5D  Lcavity            586.884   3.044 586.88383  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   979  K26_6A1 Lcavity            587.380   0.328 587.37983  3.28000000E-01  1.67070513E+07  5.47991282E+06  0.00000000E+00  2.85600000E+09
   981  K26_6A2 Lcavity            587.791   0.411 587.79063  4.10800000E-01  1.67070513E+07  6.86325667E+06  0.00000000E+00  2.85600000E+09
   983  K26_6A3 Lcavity            590.096   2.305 590.09593  2.30530000E+00  1.67070513E+07  3.85147653E+07  0.00000000E+00  2.85600000E+09
   984  K26_6B  Lcavity            593.140   3.044 593.14003  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   985  K26_6C  Lcavity            596.184   3.044 596.18413  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   986  K26_6D  Lcavity            599.228   3.044 599.22823  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   992  K26_7A1 Lcavity            599.730   0.334 599.72983  3.33600000E-01  1.67070513E+07  5.57347231E+06  0.00000000E+00  2.85600000E+09
   994  K26_7A2 Lcavity            599.980   0.250 599.97983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
   996  K26_7A3 Lcavity            602.440   2.461 602.44033  2.46050000E+00  1.67070513E+07  4.11076997E+07  0.00000000E+00  2.85600000E+09
   997  K26_7B  Lcavity            605.484   3.044 605.48443  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   998  K26_7C  Lcavity            608.529   3.044 608.52853  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
   999  K26_7D  Lcavity            611.573   3.044 611.57263  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1005  K26_8A1 Lcavity            612.070   0.329 612.06983  3.29200000E-01  1.67070513E+07  5.49996128E+06  0.00000000E+00  2.85600000E+09
  1007  K26_8A2 Lcavity            612.451   0.381 612.45083  3.81000000E-01  1.67070513E+07  6.36538654E+06  0.00000000E+00  2.85600000E+09
  1009  K26_8A3 Lcavity            614.785   2.334 614.78473  2.33390000E+00  1.67070513E+07  3.89925870E+07  0.00000000E+00  2.85600000E+09
  1010  K26_8B  Lcavity            617.829   3.044 617.82883  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1011  K26_8C  Lcavity            620.873   3.044 620.87293  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1012  K26_8D1 Lcavity            623.260   2.387 623.25983  2.38690000E+00  1.67070513E+07  3.98780607E+07  0.00000000E+00  2.85600000E+09
  1014  K26_8D2 Lcavity            623.510   0.250 623.50983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1016  K26_8D3 Lcavity            623.917   0.407 623.91703  4.07200000E-01  1.67070513E+07  6.80311128E+06  0.00000000E+00  2.85600000E+09
  1025  K27_1A  Lcavity            629.974   3.044 629.97393  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1026  K27_1B  Lcavity            633.018   3.044 633.01803  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1027  K27_1C  Lcavity            636.062   3.044 636.06213  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1028  K27_1D  Lcavity            639.106   3.044 639.10623  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1034  K27_2A1 Lcavity            639.600   0.326 639.59983  3.25600000E-01  1.67070513E+07  5.43981590E+06  0.00000000E+00  2.85600000E+09
  1036  K27_2A2 Lcavity            639.850   0.250 639.84983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1038  K27_2A3 Lcavity            642.318   2.469 642.31833  2.46850000E+00  1.67070513E+07  4.12413561E+07  0.00000000E+00  2.85600000E+09
  1039  K27_2B  Lcavity            645.362   3.044 645.36243  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1040  K27_2C  Lcavity            648.407   3.044 648.40653  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1041  K27_2D  Lcavity            651.451   3.044 651.45063  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1047  K27_3A1 Lcavity            651.950   0.331 651.94983  3.31200000E-01  1.67070513E+07  5.53337538E+06  0.00000000E+00  2.85600000E+09
  1049  K27_3A2 Lcavity            652.319   0.369 652.31933  3.69500000E-01  1.67070513E+07  6.17325545E+06  0.00000000E+00  2.85600000E+09
  1051  K27_3A3 Lcavity            654.663   2.343 654.66273  2.34340000E+00  1.67070513E+07  3.91513040E+07  0.00000000E+00  2.85600000E+09
  1052  K27_3B  Lcavity            657.707   3.044 657.70683  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1053  K27_3C  Lcavity            660.751   3.044 660.75093  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1054  K27_3D  Lcavity            663.795   3.044 663.79503  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1060  K27_4A1 Lcavity            664.290   0.327 664.28983  3.26800000E-01  1.67070513E+07  5.45986436E+06  0.00000000E+00  2.85600000E+09
  1062  K27_4A2 Lcavity            664.540   0.250 664.53983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1064  K27_4A3 Lcavity            667.007   2.467 667.00713  2.46730000E+00  1.67070513E+07  4.12213076E+07  0.00000000E+00  2.85600000E+09
  1065  K27_4B  Lcavity            670.051   3.044 670.05123  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1066  K27_4C  Lcavity            673.095   3.044 673.09533  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1067  K27_4D  Lcavity            676.139   3.044 676.13943  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1073  K27_5A1 Lcavity            676.640   0.332 676.63983  3.32400000E-01  1.67070513E+07  5.55342385E+06  0.00000000E+00  2.85600000E+09
  1075  K27_5A2 Lcavity            677.008   0.368 677.00813  3.68300000E-01  1.67070513E+07  6.15320699E+06  0.00000000E+00  2.85600000E+09
  1077  K27_5A3 Lcavity            679.352   2.343 679.35153  2.34340000E+00  1.67070513E+07  3.91513040E+07  0.00000000E+00  2.85600000E+09
  1078  K27_5B  Lcavity            682.396   3.044 682.39563  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1079  K27_5C  Lcavity            685.440   3.044 685.43973  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1080  K27_5D  Lcavity            688.484   3.044 688.48383  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1086  K27_6A1 Lcavity            688.980   0.328 688.97983  3.28000000E-01  1.67070513E+07  5.47991282E+06  0.00000000E+00  2.85600000E+09
  1088  K27_6A2 Lcavity            689.230   0.250 689.22983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1090  K27_6A3 Lcavity            691.696   2.466 691.69593  2.46610000E+00  1.67070513E+07  4.12012592E+07  0.00000000E+00  2.85600000E+09
  1091  K27_6B  Lcavity            694.740   3.044 694.74003  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1092  K27_6C  Lcavity            697.784   3.044 697.78413  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1100  K27_7A1 Lcavity            701.330   0.334 701.32983  3.33600000E-01  1.67070513E+07  5.57347231E+06  0.00000000E+00  2.85600000E+09
  1102  K27_7A2 Lcavity            701.681   0.351 701.68103  3.51200000E-01  1.67070513E+07  5.86751641E+06  0.00000000E+00  2.85600000E+09
  1104  K27_7A3 Lcavity            704.040   2.359 704.04033  2.35930000E+00  1.67070513E+07  3.94169461E+07  0.00000000E+00  2.85600000E+09
  1105  K27_7B  Lcavity            707.084   3.044 707.08443  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1106  K27_7C  Lcavity            710.129   3.044 710.12853  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1107  K27_7D  Lcavity            713.173   3.044 713.17263  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1113  K27_8A1 Lcavity            713.670   0.329 713.66983  3.29200000E-01  1.67070513E+07  5.49996128E+06  0.00000000E+00  2.85600000E+09
  1115  K27_8A2 Lcavity            713.920   0.250 713.91983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1117  K27_8A3 Lcavity            716.385   2.465 716.38473  2.46490000E+00  1.67070513E+07  4.11812107E+07  0.00000000E+00  2.85600000E+09
  1118  K27_8B  Lcavity            719.429   3.044 719.42883  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1119  K27_8C  Lcavity            722.473   3.044 722.47293  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1120  K27_8D1 Lcavity            724.714   2.241 724.71403  2.24110000E+00  1.67070513E+07  3.74421726E+07  0.00000000E+00  2.85600000E+09
  1122  K27_8D2 Lcavity            725.110   0.396 725.10983  3.95800000E-01  1.67070513E+07  6.61265090E+06  0.00000000E+00  2.85600000E+09
  1124  K27_8D3 Lcavity            725.517   0.407 725.51703  4.07200000E-01  1.67070513E+07  6.80311128E+06  0.00000000E+00  2.85600000E+09
  1133  K28_1A  Lcavity            731.574   3.044 731.57393  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1134  K28_1B  Lcavity            734.618   3.044 734.61803  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1135  K28_1C  Lcavity            737.662   3.044 737.66213  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1147  K28_2A1 Lcavity            741.200   0.326 741.19983  3.25600000E-01  1.67070513E+07  5.43981590E+06  0.00000000E+00  2.85600000E+09
  1149  K28_2A2 Lcavity            741.450   0.250 741.44983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1151  K28_2A3 Lcavity            743.918   2.469 743.91833  2.46850000E+00  1.67070513E+07  4.12413561E+07  0.00000000E+00  2.85600000E+09
  1152  K28_2B  Lcavity            746.962   3.044 746.96243  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1153  K28_2C  Lcavity            750.007   3.044 750.00653  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1154  K28_2D  Lcavity            753.051   3.044 753.05063  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1160  K28_3A1 Lcavity            753.550   0.331 753.54983  3.31200000E-01  1.67070513E+07  5.53337538E+06  0.00000000E+00  2.85600000E+09
  1162  K28_3A2 Lcavity            753.800   0.250 753.79983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1164  K28_3A3 Lcavity            756.263   2.463 756.26273  2.46290000E+00  1.67070513E+07  4.11477966E+07  0.00000000E+00  2.85600000E+09
  1165  K28_3B  Lcavity            759.307   3.044 759.30683  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1166  K28_3C  Lcavity            762.351   3.044 762.35093  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1167  K28_3D  Lcavity            765.395   3.044 765.39503  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1173  K28_4A1 Lcavity            765.943   0.380 765.94303  3.80000000E-01  1.67070513E+07  6.34867949E+06  0.00000000E+00  2.85600000E+09
  1175  K28_4A2 Lcavity            766.235   0.292 766.23513  2.92100000E-01  1.67070513E+07  4.88012968E+06  0.00000000E+00  2.85600000E+09
  1177  K28_4A3 Lcavity            768.607   2.372 768.60713  2.37200000E+00  1.67070513E+07  3.96291256E+07  0.00000000E+00  2.85600000E+09
  1178  K28_4B  Lcavity            771.651   3.044 771.65123  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1179  K28_4C  Lcavity            774.695   3.044 774.69533  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1191  K28_5A1 Lcavity            778.303   0.396 778.30333  3.95900000E-01  1.67070513E+07  6.61432160E+06  0.00000000E+00  2.85600000E+09
  1193  K28_5A2 Lcavity            778.614   0.311 778.61443  3.11100000E-01  1.67070513E+07  5.19756365E+06  0.00000000E+00  2.85600000E+09
  1195  K28_5A3 Lcavity            780.952   2.337 780.95153  2.33710000E+00  1.67070513E+07  3.90460495E+07  0.00000000E+00  2.85600000E+09
  1196  K28_5B  Lcavity            783.996   3.044 783.99563  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1197  K28_5C  Lcavity            787.040   3.044 787.03973  3.04410000E+00  2.36273385E+07  7.19239811E+07  0.00000000E+00  2.85600000E+09
  1204  K28_6A1 Lcavity            790.580   0.328 790.57983  3.28000000E-01  1.67070513E+07  5.47991282E+06  0.00000000E+00  2.85600000E+09
  1206  K28_6A2 Lcavity            790.940   0.360 790.93983  3.60000000E-01  1.67070513E+07  6.01453846E+06  0.00000000E+00  2.85600000E+09
  1208  K28_6A3 Lcavity            793.296   2.356 793.29593  2.35610000E+00  1.67070513E+07  3.93634835E+07  0.00000000E+00  2.85600000E+09
  1209  K28_6B  Lcavity            796.340   3.044 796.34003  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1210  K28_6C  Lcavity            799.384   3.044 799.38413  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1211  K28_6D  Lcavity            802.428   3.044 802.42823  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1217  K28_7A1 Lcavity            802.930   0.334 802.92983  3.33600000E-01  1.67070513E+07  5.57347231E+06  0.00000000E+00  2.85600000E+09
  1219  K28_7A2 Lcavity            803.335   0.405 803.33503  4.05200000E-01  1.67070513E+07  6.76969718E+06  0.00000000E+00  2.85600000E+09
  1221  K28_7A3 Lcavity            805.640   2.305 805.64033  2.30530000E+00  1.67070513E+07  3.85147653E+07  0.00000000E+00  2.85600000E+09
